product_id,total_product_sales,total_product_quantity,average_product_revenue,product_velocity,product_total_revenue,product_rank_by_revenue,product_popularity_rank,product_revenue_contribution,weekend_sales_ratio,slow_moving_inventory_flag,daily_demand_std,safety_stock,reorder_point,assumed_current_stock,days_to_stockout,low_stock_flag,inventory_risk_score
10138,29.32,67,1.1728,0.17819148936170212,29.32,3822,3070,3.0318973572039712e-06,0.19402985074626866,0,8.861160370999238,45.951076271484666,47.19841669701658,1.7819148936170213,10.0,1,1.0
11001,4257.43,2640,27.645649350649354,7.0212765957446805,4257.43,560,540,0.00044024866185132685,0.13522727272727272,0,34.29611561240268,177.84842597803686,226.99736214824964,70.2127659574468,10.0,1,1.0
15030,32.19,111,2.299285714285714,0.29521276595744683,32.19,3788,2800,3.3286758502181384e-06,0.26126126126126126,0,1.623355687439836,8.418191059201487,10.484680420903615,2.9521276595744683,10.0,1,1.0
15034,574.66,3528,4.56079365079365,9.382978723404255,574.66,2178,389,5.942394731551275e-05,0.09892290249433107,0,31.876212701169703,165.29960182995126,230.98045289378103,93.82978723404256,10.0,1,1.0
15036,14333.36,20354,29.014898785425103,54.13297872340426,14333.36,124,22,0.001482171770254199,0.10361599685565491,0,131.28405184752467,680.7961065030219,1059.7269575668515,541.3297872340426,10.0,1,1.0
15039,2380.54,3026,14.254730538922155,8.047872340425531,2380.54,949,463,0.0002461648340626992,0.12822207534699273,0,30.57472325512791,158.55050370987573,214.88561009285445,80.4787234042553,10.0,1,1.0
15044A,11766.730000000001,4504,78.9713422818792,11.97872340425532,11766.730000000001,162,289,0.0012167639014301736,0.021758436944937832,0,180.80923154741285,937.6174723815315,1021.4685362113187,119.7872340425532,10.0,1,1.0
15044B,3709.11,1352,28.099318181818184,3.595744680851064,3709.11,645,957,0.00038354845861455735,0.08284023668639054,0,27.251155483342444,141.31556948223343,166.48578224819087,35.95744680851064,10.0,1,1.0
15044C,2013.14,655,13.602297297297298,1.7420212765957446,2013.14,1056,1531,0.00020817305067126886,0.1969465648854962,0,5.661560695033313,29.358999997850045,41.55314893402026,17.420212765957444,10.0,1,1.0
15044D,2725.15,946,18.413175675675678,2.515957446808511,2725.15,845,1242,0.0002817999687238882,0.05813953488372093,0,8.454096325501093,43.84017541663927,61.451877544298846,25.159574468085108,10.0,1,1.0
15056BL,31580.5,6673,55.21066433566433,17.747340425531913,31580.5,21,174,0.0032656491981302867,0.10280233777910984,0,60.763739128758374,315.1008552315945,439.3322382103179,177.47340425531914,10.0,1,1.0
15056N,35748.0,7318,58.60327868852459,19.46276595744681,35748.0,14,146,0.0036965984558433684,0.08075977042907899,0,57.65399040768191,298.9747165900903,435.21407829221795,194.62765957446808,10.0,1,1.0
15056P,7091.7,1447,33.93157894736842,3.848404255319149,7091.7,331,913,0.0007333324177381787,0.0,0,34.460271194233826,178.69968307589954,205.6385128631336,38.484042553191486,10.0,1,1.0
15056bl,496.64000000000004,39,16.020645161290325,0.10372340425531915,496.64000000000004,2295,3295,5.1356122219706016e-05,0.0,0,0.3965006506393739,2.05612254788349,2.782186377670724,1.0372340425531914,10.0,1,1.0
15056n,674.1600000000001,53,18.220540540540544,0.14095744680851063,674.1600000000001,2017,3168,6.971295778760674e-05,0.0,0,0.48861506408528155,2.5337977349627034,3.5204998626222777,1.4095744680851063,10.0,1,1.0
15056p,216.24,17,14.416,0.04521276595744681,216.24,2926,3623,2.2360760045081402e-05,0.0,0,0.2322721563380533,1.2044873498242,1.5209767115263275,0.4521276595744681,10.0,1,1.0
15058A,1401.84,264,22.61032258064516,0.7021276595744681,1401.84,1347,2274,0.00014496026573065533,0.3371212121212121,0,2.4103323687117455,12.49919444825622,17.414088065277497,7.0212765957446805,10.0,1,1.0
15058B,1410.6,206,22.751612903225805,0.5478723404255319,1410.6,1343,2447,0.0001458661122807613,0.33980582524271846,0,2.048178571558864,10.621183436352679,14.456289819331403,5.4787234042553195,10.0,1,1.0
15058C,1300.1,226,25.001923076923074,0.601063829787234,1300.1,1410,2392,0.00013443962326401373,0.0752212389380531,0,2.7857540329172807,14.446008274392959,18.653455082903598,6.01063829787234,10.0,1,1.0
15059A,1567.0,509,391.75,1.3537234042553192,1567.0,1248,1753,0.0001620389890429271,0.0,0,26.04314137668414,135.051203865541,144.52726769532822,13.537234042553193,10.0,1,1.0
15060B,4708.81,977,14.014315476190477,2.598404255319149,4708.81,514,1216,0.0004869245768954854,0.11770726714431934,0,3.7666462686951605,19.53259423528487,37.72142402251891,25.98404255319149,10.0,1,1.0
15060b,16.94,2,8.47,0.005319148936170213,16.94,3935,4046,1.751716958766551e-06,0.0,1,0.07283518750581405,0.37769943395687994,0.4149334765100714,0.05319148936170213,10.0,1,1.0
16008,62.75,251,3.921875,0.6675531914893617,62.75,3542,2307,6.488798061546698e-06,0.14342629482071714,0,3.8050647472147507,19.731819885513,24.404692225938533,6.675531914893616,10.0,1,1.0
16010,1.68,14,0.84,0.03723404255319149,1.68,4201,3683,1.737239959107323e-07,1.0,0,0.6271176889106868,3.252026997349401,3.5126652952217414,0.3723404255319149,10.0,1,1.0
16011,436.65,2085,6.328260869565217,5.545212765957447,436.65,2403,659,4.5152727865726943e-05,0.13860911270983214,0,16.8934884009967,87.60409940736727,126.42058876906941,55.45212765957447,10.0,1,1.0
16012,356.85,1705,7.28265306122449,4.534574468085107,356.85,2572,795,3.690083805996716e-05,0.10557184750733138,0,17.205700646930165,89.2231298870247,120.96515116362045,45.34574468085107,10.0,1,1.0
16014,5503.64,17042,127.99162790697675,45.32446808510638,5503.64,444,35,0.0005691156743179422,0.09001290928294801,0,282.84865406500165,1466.7605067576526,1784.0317833533973,453.24468085106383,10.0,1,1.0
16015,421.9,911,10.045238095238094,2.422872340425532,421.9,2430,1265,4.362747254448688e-05,0.04720087815587267,0,11.022372799341328,57.158416278404,74.11852266138273,24.22872340425532,10.0,1,1.0
16016,837.65,1065,18.614444444444445,2.8324468085106385,837.65,1816,1143,8.661899117537198e-05,0.17183098591549295,0,16.675926293027818,86.47589355186986,106.30302121144433,28.324468085106385,10.0,1,1.0
16020C,64.6,76,2.808695652173913,0.20212765957446807,64.6,3525,2996,6.680101271329349e-06,0.10526315789473684,0,1.1805516200740966,6.121954153317317,7.536847770338593,2.0212765957446805,10.0,1,1.0
16033,1386.12,13801,27.722399999999997,36.704787234042556,1386.12,1354,51,0.0001433347054832049,0.18259546409680458,0,192.97971037656077,1000.7295906057954,1257.6631012440932,367.04787234042556,10.0,1,1.0
16043,100.86,1063,7.758461538461538,2.827127659574468,100.86,3326,1145,1.0429644183069322e-05,0.0018814675446848542,0,85.87224252027539,445.3053325348672,465.0952261518885,28.27127659574468,10.0,1,1.0
16044,389.22,6193,129.74,16.470744680851062,389.22,2496,191,4.024812719546145e-05,0.0,0,316.85554091495806,1643.1090870759076,1758.404299841865,164.7074468085106,10.0,1,1.0
16045,49.44,412,8.24,1.0957446808510638,49.44,3639,1915,5.112449022515837e-06,0.0,0,10.283002569481914,53.324284358579156,60.9944971245366,10.957446808510639,10.0,1,1.0
16046,780.06,5360,15.601199999999999,14.25531914893617,780.06,1878,237,8.066377395840824e-05,0.02164179104477612,0,412.08943847781944,2136.960897371981,2236.7481314145343,142.5531914893617,10.0,1,1.0
16047,639.98,5428,19.999375,14.436170212765957,639.98,2064,231,6.617850172794671e-05,0.00423728813559322,0,463.4680642520693,2403.3936277177017,2504.4468192070635,144.36170212765956,10.0,1,1.0
16048,331.76,2001,8.730526315789474,5.321808510638298,331.76,2627,689,3.430635290675271e-05,0.25237381309345325,0,47.9301174953762,248.54989555762808,285.80255513209613,53.21808510638298,10.0,1,1.0
16049,478.40000000000003,2665,17.71851851851852,7.087765957446808,478.40000000000003,2319,536,4.946997597838949e-05,0.29718574108818013,0,47.73449077898577,247.53543946054435,297.149801162672,70.87765957446808,10.0,1,1.0
16050,46.45,151,5.80625,0.4015957446808511,46.45,3658,2610,4.803261672650903e-06,0.33112582781456956,0,3.925424492562366,20.355966115456592,23.16713632822255,4.01595744680851,10.0,1,1.0
16051,84.69,941,21.1725,2.502659574468085,84.69,3402,1247,8.757550722428523e-06,0.0,0,44.727381541673864,231.9415555745648,249.4601725958414,25.02659574468085,10.0,1,1.0
16052,157.62,347,6.5675,0.9228723404255319,157.62,3110,2048,1.6299033473481922e-05,0.2968299711815562,0,4.8866521049002705,25.340577777982606,31.800684160961328,9.22872340425532,10.0,1,1.0
16053,125.73,2313,11.43,6.151595744680851,125.73,3226,614,1.3001379765390699e-05,0.020752269779507133,0,178.8906582919116,927.6683796775443,970.7295498903103,61.51595744680851,10.0,1,1.0
16054,18.48,44,3.08,0.11702127659574468,18.48,3915,3248,1.9109639550180556e-06,0.8181818181818182,1,1.8667983742795489,9.68060512263699,10.499754058807204,1.1702127659574468,10.0,1,1.0
16119,130.71,273,16.33875,0.726063829787234,130.71,3203,2249,1.3516347324697514e-05,0.0,0,9.01003656292516,46.723099456234316,51.805546264744954,7.26063829787234,10.0,1,1.0
16151A,11.25,3,5.625,0.007978723404255319,11.25,4016,4003,1.1633303297593682e-06,0.6666666666666666,1,0.11519333117025174,0.5973548976603986,0.6532059614901858,0.07978723404255318,10.0,1,1.0
16156L,199.5,475,11.083333333333334,1.2632978723404256,199.5,2973,1822,2.0629724514399462e-05,0.21052631578947367,0,5.779257970971313,29.969339533208565,38.81242463959154,12.632978723404255,10.0,1,1.0
16156N,619.5,1475,11.0625,3.922872340425532,619.5,2102,899,6.406072349208253e-05,0.1016949152542373,0,9.63863936426331,49.982827760361715,77.44293414334044,39.22872340425532,10.0,1,1.0
16156S,4208.3,10815,16.24826254826255,28.763297872340427,4208.3,566,78,0.00043516826904234216,0.08090614886731391,0,59.14240291613992,306.6931365075794,508.0362216139624,287.6329787234043,10.0,1,1.0
16161C,45.0,450,22.5,1.196808510638298,45.0,3672,1860,4.653321319037473e-06,0.0,0,18.758922227051517,97.27762842970527,105.65528800417336,11.96808510638298,10.0,1,1.0
16161E,75.0,750,8.333333333333334,1.9946808510638299,75.0,3457,1423,7.755535531729122e-06,0.0,0,26.19180479268033,135.82212366398835,149.78488962143516,19.9468085106383,10.0,1,1.0
16161G,27.5,275,2.5,0.7313829787234043,27.5,3828,2247,2.843696361634011e-06,0.09090909090909091,0,4.218647391712519,21.876524060383524,26.996204911447354,7.313829787234043,10.0,1,1.0
16161M,428.5,1025,10.7125,2.726063829787234,428.5,2419,1169,4.430995967127905e-05,0.17073170731707318,0,8.614837522084493,44.67372663058041,63.75617343909105,27.26063829787234,10.0,1,1.0
16161P,2465.48,6022,12.774507772020726,16.01595744680851,2465.48,915,201,0.0002549482365702335,0.18681501162404518,0,27.961206662341745,144.99766240424373,257.1093645319033,160.1595744680851,10.0,1,1.0
16161U,2397.42,5951,12.752234042553193,15.827127659574469,2397.42,942,203,0.0002479103465930404,0.09662241640060494,0,35.05476718119319,181.78254460826352,292.5724382252848,158.2712765957447,10.0,1,1.0
16162L,370.23,4337,16.09695652173913,11.534574468085106,370.23,2542,306,3.828442559882764e-05,0.0,0,335.1124290961942,1737.7833313251792,1818.525352601775,115.34574468085106,10.0,1,1.0
16162M,25.2,60,5.04,0.1595744680851064,25.2,3847,3119,2.6058599386609848e-06,0.2,0,1.3763967760447504,7.137543006540329,8.254564283136073,1.5957446808510638,10.0,1,1.0
16168M,351.89,1342,5.585555555555556,3.5691489361702127,351.89,2583,966,3.638793864346881e-05,0.029061102831594635,0,21.290636572769703,110.40627006657812,135.39031261976962,35.691489361702125,10.0,1,1.0
16168S,126.83,1283,11.53,3.4122340425531914,126.83,3219,999,1.311512761985606e-05,0.009353078721745909,0,33.30285688339282,172.69771143240865,196.583349730281,34.12234042553192,10.0,1,1.0
16169A,10.5,25,10.5,0.06648936170212766,10.5,4026,3467,1.085774974442077e-06,0.0,1,1.2892765578234917,6.685766080645237,7.1511916125601305,0.6648936170212766,10.0,1,1.0
16169C,567.0,1350,13.186046511627907,3.5904255319148937,567.0,2191,960,5.8631848619872156e-05,0.07407407407407407,0,11.707880597491007,60.71323526357505,85.84621398697931,35.90425531914894,10.0,1,1.0
16169D,105.0,250,11.666666666666666,0.6648936170212766,105.0,3306,2315,1.0857749744420769e-05,0.3,0,4.422300033766646,22.932599980027813,27.586855299176747,6.648936170212766,10.0,1,1.0
16169F,409.5,975,12.044117647058824,2.5930851063829787,409.5,2454,1218,4.2345224003241e-05,0.20512820512820512,0,8.655902344069677,44.88667535152805,63.0382710962089,25.930851063829788,10.0,1,1.0
16169G,10.5,25,10.5,0.06648936170212766,10.5,4026,3467,1.085774974442077e-06,0.0,1,1.2892765578234917,6.685766080645237,7.1511916125601305,0.6648936170212766,10.0,1,1.0
16169K,585.25,1900,11.04245283018868,5.053191489361702,585.25,2160,720,6.051902893259291e-05,0.17105263157894737,0,27.344661205688773,141.8004595417135,177.17279996724542,50.53191489361702,10.0,1,1.0
16169M,363.75,1400,10.698529411764707,3.723404255319149,363.75,2558,934,3.7614347328886236e-05,0.08928571428571429,0,26.884306899133712,139.41321284187384,165.47704262910787,37.234042553191486,10.0,1,1.0
16169N,626.25,2025,11.183035714285714,5.38563829787234,626.25,2090,679,6.475872168993816e-05,0.13580246913580246,0,27.554507553662116,142.88865399224778,180.58812207735417,53.8563829787234,10.0,1,1.0
16169P,502.25,1675,10.686170212765957,4.454787234042553,502.25,2280,804,5.193623627747935e-05,0.13432835820895522,0,27.174165740422342,140.91632588422544,172.0998365225233,44.54787234042553,10.0,1,1.0
16192,12.9,3,12.9,0.007978723404255319,12.9,3989,4003,1.3339521114574089e-06,0.0,1,0.154713186938819,0.8022919296774285,0.8581429935072157,0.07978723404255318,10.0,1,1.0
16201A,209.47,99,20.947,0.2632978723404255,209.47,2947,2861,2.166069370441732e-05,0.0,0,2.31224768606266,11.990559399936444,13.833644506319423,2.632978723404255,10.0,1,1.0
16201B,81.1,34,16.22,0.09042553191489362,81.1,3421,3348,8.386319088309756e-06,0.0,1,0.9337030675968224,4.841878385869073,5.474857109273328,0.9042553191489362,10.0,1,1.0
16202A,189.15,331,8.597727272727273,0.8803191489361702,189.15,3010,2082,1.9559460611020846e-05,0.04833836858006042,0,26.855644440189334,139.26457871474622,145.42681275729942,8.803191489361703,10.0,1,1.0
16202B,369.58,538,15.399166666666666,1.4308510638297873,369.58,2547,1707,3.8217210957552645e-05,0.031598513011152414,0,39.76746415945778,206.22104805769513,216.23700550450363,14.308510638297873,10.0,1,1.0
16202C,230.59,97,19.215833333333332,0.2579787234042553,230.59,2886,2874,2.384465251015224e-05,0.010309278350515464,0,1.997315574351259,10.357424586921155,12.163275650750943,2.579787234042553,10.0,1,1.0
16202E,149.68,66,12.473333333333334,0.17553191489361702,149.68,3137,3074,1.5477980778522864e-05,0.045454545454545456,0,1.3841145363174934,7.177564784286109,8.406288188541428,1.7553191489361701,10.0,1,1.0
16206B,107.65,89,7.689285714285715,0.23670212765957446,107.65,3294,2916,1.1131778666541867e-05,0.15730337078651685,0,1.7250573019570858,8.94558233189643,10.602497225513451,2.367021276595745,10.0,1,1.0
16207A,260.43,83,6.200714285714286,0.22074468085106383,260.43,2800,2959,2.69303215803762e-05,0.0,0,0.7705897161514017,3.996025953528905,5.541238719486352,2.2074468085106385,10.0,1,1.0
16207B,381.51,236,13.625357142857142,0.6276595744680851,381.51,2515,2358,3.9450858142799696e-05,0.01694915254237288,0,6.581159439982296,34.1277379846502,38.5213550059268,6.276595744680851,10.0,1,1.0
16212,287.01,366,7.000243902439024,0.973404255319149,287.01,2724,2010,2.9678883372821e-05,0.14207650273224043,0,4.867780888674206,25.24271782964248,32.05654761687652,9.73404255319149,10.0,1,1.0
16215,5.2,8,1.7333333333333334,0.02127659574468085,5.2,4123,3843,5.377171301998857e-07,0.0,1,0.2624489143130782,1.360974135897358,1.509910306110124,0.2127659574468085,10.0,1,1.0
16216,120.04,715,2.5540425531914894,1.9015957446808511,120.04,3242,1462,1.2412993136383516e-05,0.23636363636363636,0,11.425743919477418,59.25016683149748,72.56133704426344,19.01595744680851,10.0,1,1.0
16218,171.21,811,4.627297297297297,2.1569148936170213,171.21,3069,1353,1.770433651183124e-05,0.10727496917385944,0,11.746629816961867,60.914176028081854,76.01258028340101,21.569148936170212,10.0,1,1.0
16219,93.53,310,3.2251724137931035,0.824468085106383,93.53,3356,2151,9.67166984376833e-06,0.12903225806451613,0,3.6538253538328918,18.947541911796655,24.718818507541336,8.24468085106383,10.0,1,1.0
16225,605.83,714,8.780144927536233,1.898936170212766,605.83,2120,1463,6.264714788249939e-05,0.12605042016806722,0,15.64899652369383,81.15057201604002,94.44312520752938,18.98936170212766,10.0,1,1.0
16235,631.38,2706,3.9960759493670888,7.196808510638298,631.38,2081,528,6.528920032030843e-05,0.07982261640798226,0,19.35089566714077,100.34740885995912,150.72506843442721,71.96808510638297,10.0,1,1.0
16236,273.34,1200,2.0098529411764705,3.1914893617021276,273.34,2768,1040,2.8265307763237836e-05,0.11166666666666666,0,8.687187924901428,45.04891212987397,67.38933766178886,31.914893617021278,10.0,1,1.0
16237,1282.59,5913,4.1240836012861735,15.726063829787234,1282.59,1418,204,0.00013262896423520604,0.08202266193133773,0,28.408580139315568,147.3175947721922,257.4000415807028,157.26063829787233,10.0,1,1.0
16238,258.01,1127,2.3036607142857144,2.997340425531915,258.01,2808,1091,2.6680076300552406e-05,0.1419698314108252,0,8.228243610139495,42.668977185799406,63.65036016452281,29.97340425531915,10.0,1,1.0
16239,492.17,347,23.436666666666667,0.9228723404255319,492.17,2299,2048,5.089389230201495e-05,0.011527377521613832,0,14.902238158332445,77.27812764460148,83.7382340275802,9.22872340425532,10.0,1,1.0
16243B,441.77,212,55.22125,0.5638297872340425,441.77,2390,2434,4.568217242469298e-05,0.0,0,10.57197150773136,54.82278265515078,58.76959116578908,5.638297872340425,10.0,1,1.0
16244A,479.40999999999997,186,17.121785714285714,0.4946808510638298,479.40999999999997,2317,2497,4.957441719021677e-05,0.010752688172043012,0,5.159325372359485,26.754572061532674,30.217338018979483,4.946808510638298,10.0,1,1.0
16244B,757.17,338,28.043333333333333,0.898936170212766,757.17,1912,2070,7.829678451412452e-05,0.008875739644970414,0,12.971369454761316,67.26527477282636,73.55782796431572,8.98936170212766,10.0,1,1.0
16245A,13.75,11,1.9642857142857142,0.02925531914893617,13.75,3979,3759,1.4218481808170056e-06,0.0,1,0.23482300562685762,1.2177152190105571,1.4225024530531103,0.2925531914893617,10.0,1,1.0
16248B,85.0,68,17.0,0.18085106382978725,85.0,3398,3064,8.789606935959671e-06,0.17647058823529413,0,2.562135634015537,13.28639647713095,14.55235392393946,1.8085106382978724,10.0,1,1.0
16254,263.08,901,10.961666666666666,2.396276595744681,263.08,2790,1271,2.7204350502497295e-05,0.00776914539400666,0,44.5546841469292,231.04600343178106,247.81993960199384,23.96276595744681,10.0,1,1.0
16256B,232.35,524,6.454166666666667,1.3936170212765957,232.35,2883,1731,2.4026649077296817e-05,0.06679389312977099,0,6.1980092891940854,32.140846757636496,41.89616590657266,13.936170212765957,10.0,1,1.0
16256C,65.10000000000001,155,5.918181818181819,0.4122340425531915,65.10000000000001,3521,2599,6.731804841540878e-06,0.17419354838709677,0,3.6174037553303355,18.75867142749781,21.64430972537015,4.122340425531915,10.0,1,1.0
16258A,200.32,596,4.262127659574468,1.5851063829787233,200.32,2971,1609,2.0714518369546366e-05,0.06711409395973154,0,10.575604202849082,54.84162062257678,65.93736530342784,15.851063829787233,10.0,1,1.0
16258B,221.06,1016,13.81625,2.702127659574468,221.06,2911,1175,2.2859182461920528e-05,0.0,0,29.187149606079377,151.3550010995848,170.26989471660607,27.02127659574468,10.0,1,1.0
16259,434.07,2067,16.076666666666668,5.497340425531915,434.07,2408,665,4.488593744343546e-05,0.21190130624092887,0,25.780819606336568,133.69088905661798,172.1722720353414,54.97340425531915,10.0,1,1.0
17001,276.73,1133,11.530416666666667,3.0132978723404253,276.73,2753,1086,2.8615857969272e-05,0.16593115622241836,0,24.555077330259735,127.33459095806113,148.4276760644441,30.132978723404253,10.0,1,1.0
17003,8879.82,47637,37.467594936708856,126.69414893617021,8879.82,240,5,0.0009182367936714518,0.07888825912630938,0,612.9043118946114,3178.3210780345253,4065.180120587717,1266.941489361702,10.0,1,1.0
17007B,46.2,22,7.7,0.05851063829787234,46.2,3659,3521,4.777409887545139e-06,0.0,0,0.6627473444331493,3.436790724659618,3.846365192744724,0.5851063829787234,10.0,1,1.0
17011A,179.56,261,14.963333333333333,0.6941489361702128,179.56,3044,2282,1.8567786134363746e-05,0.02681992337164751,0,7.452932689469217,38.64846861150108,43.50751116469257,6.941489361702128,10.0,1,1.0
17011B,11.1,19,5.55,0.05053191489361702,11.1,4021,3573,1.1478192586959098e-06,0.15789473684210525,1,0.8391104712603242,4.351352153751458,4.705075558006778,0.5053191489361701,10.0,1,1.0
17011C,221.4,335,110.7,0.8909574468085106,221.4,2910,2077,2.2894340889664368e-05,0.0,0,17.224674491772486,89.32152203376502,95.55822416142459,8.909574468085106,10.0,1,1.0
17011D,135.7,209,33.925,0.5558510638297872,135.7,3184,2438,1.4032348955408555e-05,0.0,0,9.929730057110929,51.49232878155268,55.383286228361186,5.558510638297872,10.0,1,1.0
17011E,80.6,124,80.6,0.32978723404255317,80.6,3428,2727,8.334615518098228e-06,0.0,0,6.3948117268045195,33.16139976000038,35.46991039829825,3.2978723404255317,10.0,1,1.0
17011F,274.05,305,19.575,0.8111702127659575,274.05,2765,2162,2.833872683293821e-05,0.07213114754098361,0,10.297908277588077,53.40158048023705,59.07977196959875,8.111702127659575,10.0,1,1.0
17012A,442.78,408,13.417575757575756,1.0851063829787233,442.78,2388,1922,4.5786613636520264e-05,0.00980392156862745,0,11.39020357977207,59.065866266770115,66.66161094762118,10.851063829787233,10.0,1,1.0
17012B,289.16999999999996,203,6.2863043478260865,0.5398936170212766,289.16999999999996,2716,2451,2.9902242796134796e-05,0.014778325123152709,0,5.256463093689439,27.258296478515277,31.037551797664214,5.398936170212766,10.0,1,1.0
17012C,481.15,441,15.0359375,1.172872340425532,481.15,2315,1868,4.9754345614552885e-05,0.013605442176870748,0,13.991022197382849,72.55286003084456,80.76296641382328,11.72872340425532,10.0,1,1.0
17012D,116.5,61,5.5476190476190474,0.1622340425531915,116.5,3257,3103,1.2046931859285902e-05,0.01639344262295082,0,1.3457129197608781,6.978426574676847,8.114064872549188,1.622340425531915,10.0,1,1.0
17012E,251.72,226,10.488333333333333,0.601063829787234,251.72,2828,2392,2.602964538729139e-05,0.017699115044247787,0,9.905171655853062,51.3649769537944,55.572423762305036,6.01063829787234,10.0,1,1.0
17012F,162.6,143,9.033333333333333,0.3803191489361702,162.6,3097,2639,1.6814001032788735e-05,0.0,0,5.111194084021757,26.504978959856043,29.167213002409234,3.803191489361702,10.0,1,1.0
17013B,221.03,256,73.67666666666666,0.6808510638297872,221.03,2912,2291,2.2856080247707835e-05,0.0,0,9.288229415435369,48.16571650057938,52.93167394738789,6.808510638297872,10.0,1,1.0
17013C,49.14,117,16.38,0.31117021276595747,49.14,3640,2764,5.0814268803889205e-06,0.0,0,9.249806208435775,47.966466330002184,50.144657819363886,3.1117021276595747,10.0,1,1.0
17013D,306.37,533,15.3185,1.4175531914893618,306.37,2679,1715,3.1680845611411346e-05,0.0075046904315197,0,12.972118218079489,67.26915761422659,77.19202995465211,14.175531914893618,10.0,1,1.0
17013F,26.700000000000003,62,5.340000000000001,0.16489361702127658,26.700000000000003,3832,3099,2.7609706492955675e-06,0.06451612903225806,0,2.892646583203546,15.000318040316289,16.154573359465225,1.6489361702127658,10.0,1,1.0
17014A,102.3,122,11.366666666666667,0.324468085106383,102.3,3317,2736,1.057855046527852e-05,0.7295081967213115,0,4.7301627579092935,24.52907526384333,26.80035185958801,3.24468085106383,10.0,1,1.0
17014C,43.75,97,21.875,0.2579787234042553,43.75,3686,2874,4.524062393508654e-06,0.9896907216494846,0,4.95095305675713,25.67402146023146,27.47987252406125,2.579787234042553,10.0,1,1.0
17014D,204.36,479,22.706666666666667,1.273936170212766,204.36,2961,1810,2.113228321685551e-05,0.40083507306889354,0,14.685211116354946,76.15269646613855,85.07024965762791,12.73936170212766,10.0,1,1.0
17014E,36.599999999999994,95,6.099999999999999,0.2526595744680851,36.599999999999994,3748,2886,3.7847013394838106e-06,0.0,0,4.591295340946977,23.80895430887861,25.57757133015521,2.526595744680851,10.0,1,1.0
17014F,23.700000000000003,61,5.925000000000001,0.1622340425531915,23.700000000000003,3865,3103,2.4507492280264024e-06,0.04918032786885246,0,2.941701876308681,15.254702728169523,16.390341026041863,1.622340425531915,10.0,1,1.0
17021,473.1,1853,12.786486486486487,4.928191489361702,473.1,2326,738,4.89219181341473e-05,0.05180787911494873,0,45.086969623021176,233.80626162439378,268.3036020499257,49.28191489361702,10.0,1,1.0
