customer_id,recency,frequency,monetary,average_purchase_value,quantity_per_order,active_months,purchase_frequency,customer_loyalty_score,customer_risk_score,high_value_customer_flag,customer_tenure,avg_days_between_purchases,weekend_sales_ratio,customer_rank_by_revenue,churn_warning_flag,lost_one_time_buyer_flag
12408,15,5,1437.07,287.414,157.4,3,1.6666666666666667,8.2,0.1546391752577319,0,134,33.5,0.0,1233,0,0
12409,56,6,12033.54,2005.59,1247.3333333333333,4,1.5,8.43,0.5072463768115941,1,201,40.2,0.565293338452359,77,0,0
12410,138,1,320.38,320.38,130.0,1,1.0,2.58,0.4509803921568627,0,138,138.0,1.0,3114,0,1
12411,45,1,346.9,346.9,138.0,1,1.0,3.03,0.375,0,45,45.0,0.0,2992,0,0
12412,38,5,1354.15,270.83000000000004,232.4,3,1.6666666666666667,7.3,0.3234042553191489,0,175,43.75,0.0,1305,0,0
12413,38,1,241.35,241.35,33.0,1,1.0,3.03,0.3584905660377358,0,38,38.0,0.0,3441,0,0
12414,99,5,130.0,26.0,0.2,1,5.0,3.48,1.0,0,99,24.75,0.0,3951,1,0
12415,11,7,19543.84,2791.977142857143,2010.4285714285716,4,1.75,9.33,0.1304347826086956,1,163,27.166666666666668,0.0,44,0,0
12416,292,1,202.56,202.56,132.0,1,1.0,1.0,0.4755700325732899,0,292,292.0,1.0,3631,0,1
12417,37,15,3109.91,207.3273333333333,88.06666666666666,9,1.6666666666666667,9.1,0.4473229706390327,0,369,26.357142857142858,0.0993919438183098,514,0,0
12418,49,4,1348.37,337.0925,170.0,4,1.0,6.62,0.2363344051446945,0,266,88.66666666666667,0.0,1310,0,0
12419,21,2,503.01,251.505,115.5,2,1.0,5.28,0.1640625,0,49,49.0,0.0,2545,0,0
12421,51,3,286.56,95.52,54.66666666666666,2,1.5,4.38,0.2982456140350877,0,141,70.5,0.0,3270,0,0
12422,30,18,3315.79,184.21055555555557,123.38888888888889,8,2.25,9.55,0.4166666666666667,0,357,21.0,0.2690912271283766,475,0,0
12423,23,2,763.08,381.54,227.0,2,1.0,5.28,0.0991379310344827,0,101,101.0,0.0,2004,0,0
12424,58,5,1528.82,305.764,255.0,3,1.6666666666666667,7.3,0.2710280373831775,0,368,92.0,0.0,1166,0,0
12425,66,2,903.61,451.805,303.5,2,1.0,4.82,0.3333333333333333,0,84,84.0,0.0,1792,0,0
12426,282,2,728.68,364.34,159.5,2,1.0,3.92,0.4504792332268371,0,298,298.0,0.0,2064,0,0
12427,7,1,303.5,303.5,79.0,1,1.0,3.92,0.1590909090909091,0,7,7.0,0.0,3205,0,0
12429,1,6,3685.11,614.1850000000001,277.8333333333333,4,1.5,9.33,0.0097276264591439,1,182,36.4,0.0,420,0,0
12431,9,16,4303.02,268.93875,112.0625,10,1.6,10.0,0.121841155234657,1,329,21.933333333333334,0.0,321,0,0
12433,2,6,7052.99,1175.4983333333332,1007.3333333333334,4,1.5,9.33,0.0267379679144385,1,112,22.4,0.0,170,0,0
12434,17,1,297.29,297.29,138.0,1,1.0,3.48,0.265625,0,17,17.0,0.0,3230,0,0
12435,32,4,6096.04,1524.01,725.75,4,1.0,8.2,0.1148325358851674,1,373,124.33333333333331,0.0,205,0,0
12437,29,28,7498.19,267.7925,179.03571428571428,10,2.8,9.55,0.5032133676092545,1,373,13.814814814814817,0.0662386522614124,148,0,0
12439,318,3,1089.18,363.06,149.33333333333334,2,1.5,5.72,0.8132992327365729,0,361,180.5,0.0,1577,1,0
12440,93,3,768.15,256.05,102.66666666666669,2,1.5,5.05,0.2428198433420365,0,353,176.5,0.0,1993,0,0
12441,2,1,173.55,173.55,121.0,1,1.0,2.8,0.0588235294117647,0,2,2.0,0.0,3746,0,0
12443,368,1,485.31,485.31,182.0,1,1.0,3.25,0.4804177545691906,0,368,368.0,0.0,2592,0,1
12445,36,2,293.08,146.54,71.0,2,1.0,3.7,0.2535211267605634,0,56,56.0,0.0,3253,0,0
12449,46,2,768.6,384.3,364.5,2,1.0,4.82,0.2584269662921348,0,74,74.0,0.0,1991,0,0
12450,35,5,469.07,93.814,61.4,3,1.6666666666666667,5.5,0.4117647058823529,0,110,27.5,0.3164133285010766,2628,0,0
12451,99,4,3613.01,903.2525,692.75,3,1.3333333333333333,7.3,0.7071428571428572,1,165,55.0,0.0,426,1,0
12454,31,7,4292.71,613.2442857142858,318.85714285714283,3,2.333333333333333,8.88,0.2279411764705882,1,318,53.0,0.0,323,0,0
12455,81,4,3413.09,853.2725,303.25,4,1.0,7.3,0.3022388059701492,0,357,119.0,0.0,457,0,0
12457,53,2,554.53,277.265,121.5,2,1.0,4.82,0.3081395348837209,0,71,71.0,0.0,2411,0,0
12458,63,2,830.09,415.045,240.0,2,1.0,4.82,0.2282608695652173,0,123,123.0,0.0,1904,0,0
12459,241,1,454.36,454.36,258.0,1,1.0,2.12,0.470703125,0,241,241.0,0.0,2667,0,1
12460,92,1,326.65,326.65,170.0,1,1.0,2.58,0.4299065420560747,0,92,92.0,0.0,3079,0,1
12466,318,1,56.73,56.73,1.0,1,1.0,1.0,0.4774774774774775,0,318,318.0,0.0,4205,0,1
12467,22,2,0.0,0.0,0.0,2,1.0,3.02,0.1486486486486486,0,59,59.0,0.0,4277,0,0
12468,66,7,2900.51,414.3585714285714,260.0,4,1.75,8.43,0.4771084337349398,0,325,54.16666666666666,0.0,563,0,0
12469,158,2,3070.54,1535.27,1276.0,2,1.0,6.62,0.4224598930481283,0,172,172.0,0.0,521,0,0
12470,325,1,211.95,211.95,95.0,1,1.0,1.0,0.4779411764705882,0,325,325.0,0.0,3579,0,1
12471,8,81,19197.49,237.006049382716,104.5925925925926,13,6.230769230769231,10.0,0.2034329307056579,1,373,4.6625,0.051821878797697,45,0,0
12472,5,26,10727.21,412.585,265.0,12,2.1666666666666665,10.0,0.0843454790823211,1,366,14.64,0.1520712282131141,96,0,0
12474,4,25,4849.98,193.9992,121.32,10,2.5,10.0,0.0725075528700906,1,302,12.583333333333334,0.1490274186697677,277,0,0
12475,45,1,426.26,426.26,236.0,1,1.0,3.03,0.375,0,45,45.0,0.0,2753,0,0
12476,10,18,7137.54,396.53,177.66666666666666,4,4.5,10.0,0.2168367346938775,1,137,8.058823529411764,0.1333540687687915,166,0,0
12477,35,3,7056.63,2352.21,822.0,3,1.0,8.2,0.1211072664359861,1,259,129.5,0.0,169,0,0
12480,35,4,2153.47,538.3675,310.0,3,1.3333333333333333,8.2,0.2792553191489362,0,143,47.66666666666666,0.0,826,0,0
12481,1,8,6626.17,828.27125,478.125,6,1.3333333333333333,10.0,0.0100574712643678,1,243,34.714285714285715,0.5747603819400952,187,0,0
12482,85,32,21893.53,684.1728125,844.96875,4,8.0,8.65,1.0,1,289,9.32258064516129,0.2655853121904051,36,1,0
12483,14,14,2496.34,178.31,74.0,8,1.75,10.0,0.1791338582677165,0,313,24.07692307692308,0.1048334762091702,683,0,0
12484,113,8,1806.93,225.86625,134.25,5,1.6,7.52,0.829140461215933,0,372,53.142857142857146,0.0249041191413059,989,1,0
12485,165,1,708.1,708.1,414.0,1,1.0,3.7,0.4583333333333333,0,165,165.0,0.0,2104,0,1
12486,67,1,1037.28,1037.28,523.0,1,1.0,5.28,0.4085365853658536,0,67,67.0,0.0,1625,0,0
12487,366,2,259.8,129.9,72.0,1,2.0,2.8,0.4803149606299212,0,366,366.0,0.0,3368,0,0
12490,14,12,4400.71,366.72583333333336,236.5,9,1.3333333333333333,10.0,0.1428571428571428,1,374,34.0,0.1577290937144233,313,0,0
12492,39,1,452.0,452.0,252.0,1,1.0,3.03,0.3611111111111111,0,39,39.0,0.0,2673,0,0
12494,1,5,604.17,120.834,54.2,4,1.25,7.08,0.0073529411764705,0,212,53.0,0.3712531241206945,2305,0,0
12495,270,2,323.4,161.7,63.0,1,2.0,2.8,0.4639175257731959,0,276,276.0,0.0,3091,0,0
12496,256,2,45.34,22.67,15.0,1,2.0,1.68,0.4723247232472324,0,256,256.0,0.0,4222,0,0
12497,36,3,5168.65,1722.8833333333332,1482.6666666666667,3,1.0,7.75,0.1034482758620689,1,318,159.0,0.0,249,0,0
12499,196,1,393.72,393.72,302.0,1,1.0,2.12,0.4644549763033175,0,196,196.0,0.0,2852,0,1
12500,71,12,1666.04,138.83666666666667,57.41666666666666,5,2.4,7.52,0.8238396624472574,0,309,28.09090909090909,0.2746332621065521,1077,1,0
12503,220,1,1126.0,1126.0,561.0,1,1.0,4.38,0.4680851063829787,0,220,220.0,0.0,1541,0,1
12504,53,2,297.0,148.5,184.0,2,1.0,3.7,0.1072874493927125,0,232,232.0,0.0,3232,0,0
12505,29,2,912.5,456.25,157.0,2,1.0,5.28,0.2457627118644068,0,44,44.0,0.0,1781,0,0
12507,220,1,539.25,539.25,362.0,1,1.0,3.25,0.4680851063829787,0,220,220.0,0.0,2451,0,1
12510,95,14,2706.76,193.34,118.92857142857144,5,2.8,8.65,1.0,0,371,28.53846153846154,0.0,618,1,0
12511,50,2,3065.77,1532.885,874.0,1,2.0,7.08,0.3164556962025316,0,64,64.0,0.0,523,0,0
12514,277,1,580.08,580.08,400.0,1,1.0,3.25,0.4743150684931507,0,277,277.0,0.0,2364,0,1
12516,66,2,1336.56,668.28,538.5,2,1.0,5.95,0.132,0,235,235.0,0.0,1321,0,0
12519,100,2,354.35,177.175,102.5,2,1.0,3.25,0.3937007874015748,0,112,112.0,0.0,2968,0,0
12523,10,17,2455.48,144.44,80.88235294117646,9,1.8888888888888888,10.0,0.130505709624796,0,373,23.3125,0.0538713408376366,705,0,0
12524,24,10,6605.64,660.5640000000001,347.4,6,1.6666666666666667,9.55,0.2454545454545454,1,305,33.888888888888886,0.0,189,0,0
12525,127,8,835.18,104.3975,60.875,5,1.6,6.4,0.9338235294117648,0,371,53.0,0.0,1894,1,0
12527,130,2,386.8,193.4,146.0,2,1.0,3.25,0.3611111111111111,0,165,165.0,0.0,2869,0,0
12529,158,2,311.78,155.89,95.0,2,1.0,3.25,0.441340782122905,0,164,164.0,0.0,3149,0,0
12530,45,7,2066.23,295.17571428571426,256.85714285714283,5,1.4,8.43,0.3668478260869565,0,278,46.333333333333336,0.1727784418965942,870,0,0
12531,316,2,1773.83,886.915,529.5,1,2.0,5.05,0.4688427299703264,0,322,322.0,0.0,1002,0,0
12533,254,6,1149.99,191.665,94.66666666666669,3,2.0,6.4,1.0,0,374,74.8,0.0,1513,1,0
12537,44,1,732.9399999999999,732.9399999999999,449.0,1,1.0,4.15,0.3728813559322034,0,44,44.0,0.0,2053,0,0
12538,14,1,276.5,276.5,145.0,1,1.0,3.92,0.2413793103448276,0,14,14.0,0.0,3310,0,0
12539,86,3,5646.4,1882.1333333333328,822.6666666666666,2,1.5,7.3,0.225130890052356,1,352,176.0,0.0,230,0,0
12540,14,17,8798.25,517.5441176470588,254.8235294117647,11,1.5454545454545454,10.0,0.1842105263157894,1,368,23.0,0.0864080925183985,122,0,0
12542,120,4,423.38,105.845,128.5,3,1.3333333333333333,3.92,0.5607476635514018,0,276,92.0,0.0,2763,0,0
12543,84,1,980.25,980.25,688.0,1,1.0,4.82,0.4242424242424242,0,84,84.0,0.0,1691,0,0
12547,136,1,175.78,175.78,175.0,1,1.0,1.45,0.4503311258278146,0,136,136.0,0.0,3736,0,1
12549,211,6,1575.6799999999998,262.6133333333333,227.66666666666663,2,3.0,6.4,1.0,0,333,66.6,0.0,1126,1,0
12553,21,3,896.5699999999999,298.8566666666666,119.33333333333331,2,1.5,5.95,0.2359550561797752,0,59,29.5,0.0,1805,0,0
12554,84,1,468.5,468.5,240.0,1,1.0,2.58,0.4242424242424242,0,84,84.0,0.0,2631,0,0
12555,318,1,129.23,129.23,1.0,1,1.0,1.0,0.4774774774774775,0,318,318.0,0.0,3958,0,1
12557,7,4,6725.18,1681.295,599.5,4,1.0,8.65,0.0260545905707196,1,358,119.33333333333331,0.3634073734829402,183,0,0
12562,21,2,1185.18,592.59,274.0,2,1.0,6.4,0.1220930232558139,0,71,71.0,0.0,1481,0,0
12563,44,1,249.24,249.24,113.0,1,1.0,3.03,0.3728813559322034,0,44,44.0,0.0,3411,0,0
12567,3,8,4278.88,534.86,221.875,6,1.3333333333333333,10.0,0.0257985257985257,1,302,43.142857142857146,0.3568503907564596,327,0,0
12568,280,1,70.0,70.0,48.0,1,1.0,1.0,0.4745762711864407,0,280,280.0,0.0,4178,0,1
12570,318,1,77.52,77.52,1.0,1,1.0,1.0,0.4774774774774775,0,318,318.0,0.0,4159,0,1
12573,17,4,556.87,139.2175,98.75,3,1.3333333333333333,5.95,0.1746575342465753,0,101,33.666666666666664,0.2264621904573778,2406,0,0
12575,93,2,622.82,311.41,157.5,2,1.0,4.38,0.2627118644067797,0,162,162.0,0.0,2258,0,0
12576,28,5,776.89,155.378,103.0,3,1.6666666666666667,6.62,0.2522522522522522,0,162,40.5,0.0,1974,0,0
12577,17,5,990.5,198.1,144.4,3,1.6666666666666667,7.75,0.0787037037037037,0,372,93.0,0.0,1682,0,0
12578,21,3,1819.09,606.3633333333333,387.6666666666667,3,1.0,7.08,0.1926605504587156,0,79,39.5,0.0,984,0,0
12580,212,1,637.2,637.2,331.0,1,1.0,3.25,0.4669603524229075,0,212,212.0,0.0,2227,0,1
12582,58,2,1469.04,734.52,342.5,2,1.0,5.95,0.1271929824561403,0,213,213.0,0.0,1205,0,0
12583,9,14,7157.56,511.2542857142857,280.2142857142857,11,1.2727272727272727,10.0,0.1037234042553191,1,369,28.384615384615383,0.2396487071013026,163,0,0
12586,4,4,1848.73,462.1825,151.5,4,1.0,7.52,0.0148514851485148,0,359,119.66666666666669,0.0,969,0,0
12588,35,4,724.0799999999999,181.02,95.25,3,1.3333333333333333,5.95,0.1888489208633093,0,233,77.66666666666667,0.0,2074,0,0
12589,50,9,2447.49,271.9433333333333,118.11111111111111,3,3.0,9.1,0.449438202247191,0,325,40.625,0.0,709,0,0
12590,137,2,0.0,0.0,-1.0,2,1.0,2.12,0.2665369649805447,0,242,242.0,0.0,4298,0,0
12591,26,2,886.1,443.05,212.5,2,1.0,5.28,0.2203389830508474,0,44,44.0,0.2270059812662227,1824,0,0
12592,155,6,715.02,119.17,263.6666666666667,1,6.0,5.72,1.0,0,155,31.0,0.0,2092,1,0
12594,14,6,1724.29,287.38166666666666,161.16666666666666,5,1.2,8.2,0.0980392156862745,0,282,56.4,0.0,1036,0,0
12595,140,1,299.02,299.02,271.0,1,1.0,2.58,0.4516129032258064,0,140,140.0,0.0,3224,0,1
12598,71,6,1411.99,235.33166666666668,150.0,2,3.0,6.85,0.4944289693593315,0,284,56.8,0.0,1251,0,0
12599,17,6,1264.14,210.69000000000003,205.5,5,1.2,7.75,0.1475694444444444,0,213,42.6,0.1651715790972518,1397,0,0
12600,7,16,2374.75,148.421875,39.5,9,1.7777777777777777,10.0,0.0885328836424957,0,368,24.53333333333333,0.1629645225813243,732,0,0
12601,40,1,104.2,104.2,45.0,1,1.0,1.9,0.3636363636363636,0,40,40.0,1.0,4079,0,0
12605,1,5,1225.45,245.09,185.0,4,1.25,8.2,0.0129870129870129,0,94,23.5,0.3590844179689094,1441,0,0
12606,318,1,21.0,21.0,1.0,1,1.0,1.0,0.4774774774774775,0,318,318.0,0.0,4266,0,1
12608,40,1,415.79,415.79,323.0,1,1.0,3.03,0.3636363636363636,0,40,40.0,1.0,2790,0,0
12609,10,7,2291.01,327.28714285714284,129.14285714285714,6,1.1666666666666667,9.33,0.0674157303370786,0,355,59.16666666666666,0.1443031675985701,757,0,0
12613,24,7,3354.84,479.2628571428572,348.7142857142857,6,1.1666666666666667,8.88,0.1596452328159645,0,361,60.16666666666666,0.0,468,0,0
12615,49,7,3273.69,467.67,274.1428571428572,5,1.4,8.43,0.3168103448275862,0,374,62.333333333333336,0.0,483,0,0
12616,18,2,388.1,194.05,104.0,1,2.0,4.15,0.2307692307692307,0,24,24.0,0.0,2868,0,0
12619,196,1,140.14,140.14,140.0,1,1.0,1.0,0.4644549763033175,0,196,196.0,0.0,3902,0,1
12621,1,22,10967.24,498.5109090909091,294.1363636363636,10,2.2,10.0,0.0169628432956381,1,304,14.476190476190476,0.2306687917835299,92,0,0
12623,52,8,3334.74,416.8425,221.75,6,1.3333333333333333,9.1,0.4164759725400457,0,332,47.42857142857143,0.1143117604370955,473,0,0
12625,145,2,2481.06,1240.53,848.5,2,1.0,6.62,0.2935222672064777,0,232,232.0,0.6091630190321878,691,0,0
12629,21,2,1558.22,779.11,361.0,2,1.0,6.4,0.1418918918918918,0,59,59.0,0.0,1135,0,0
12631,67,6,2811.77,468.6283333333333,226.16666666666663,5,1.2,8.43,0.4146039603960396,0,329,65.8,0.1899657511105104,583,0,0
12632,156,4,738.88,184.72,167.0,2,2.0,5.05,0.9551020408163264,0,200,66.66666666666667,0.0,2046,1,0
12633,18,5,3454.58,690.9159999999999,411.6,3,1.6666666666666667,8.88,0.1628959276018099,0,161,40.25,0.0,453,0,0
12634,171,2,490.0,245.0,168.5,1,2.0,4.38,0.4296482412060301,0,184,184.0,0.0,2579,0,0
12635,28,2,1241.23,620.615,388.5,2,1.0,6.4,0.1308411214953271,0,92,92.0,0.0,1424,0,0
12636,374,1,141.0,141.0,1.0,1,1.0,1.0,0.480719794344473,0,374,374.0,0.0,3897,0,1
12637,14,4,2280.91,570.2275,315.75,3,1.3333333333333333,8.65,0.09375,0,179,59.66666666666666,0.0,763,0,0
12638,275,1,249.8,249.8,86.0,1,1.0,2.12,0.4741379310344827,0,275,275.0,0.0,3408,0,1
12639,70,2,826.27,413.135,215.0,2,1.0,4.82,0.1258992805755395,0,263,263.0,0.0,1912,0,0
12643,21,8,4490.66,561.3325,318.625,6,1.3333333333333333,9.55,0.2088068181818181,1,247,35.285714285714285,0.0,305,0,0
12644,66,5,1337.63,267.52599999999995,135.2,3,1.6666666666666667,7.3,0.3384615384615385,0,330,82.5,0.1466773322966739,1320,0,0
12645,45,5,1743.72,348.744,203.4,4,1.25,7.3,0.2472527472527472,0,304,76.0,0.0,1025,0,0
12647,3,35,14012.87,400.3677142857143,153.85714285714286,12,2.9166666666666665,10.0,0.06064209274673,1,331,9.735294117647058,0.0707306925704727,69,0,0
12648,70,4,778.95,194.7375,88.5,4,1.0,5.5,0.2748691099476439,0,337,112.33333333333331,0.0,1967,0,0
12649,1,7,1634.99,233.57,193.7142857142857,5,1.4,8.2,0.0071090047393364,0,332,55.333333333333336,0.0,1095,0,0
12651,14,4,251.3,62.825,46.0,3,1.3333333333333333,5.28,0.1438356164383561,0,101,33.666666666666664,0.0,3400,0,0
12652,70,1,97.05,97.05,31.0,1,1.0,1.9,0.4117647058823529,0,70,70.0,0.0,4107,0,0
12653,162,1,1950.98,1950.98,762.0,1,1.0,4.82,0.4576271186440678,0,162,162.0,0.0,924,0,1
12655,59,1,261.35,261.35,80.0,1,1.0,3.03,0.3986486486486486,0,59,59.0,0.0,3362,0,0
12656,61,4,2338.06,584.515,283.25,4,1.0,7.75,0.3765432098765432,0,198,66.0,0.3748449569301044,741,0,0
12661,72,1,162.0,162.0,216.0,1,1.0,1.45,0.4137931034482758,0,72,72.0,0.0,3801,0,0
12662,9,11,3132.09,284.73545454545456,138.1818181818182,8,1.375,10.0,0.1116625310173697,0,253,25.3,0.0740240542257725,505,0,0
12663,260,3,204.0,68.0,56.333333333333336,2,1.5,2.35,0.7784431137724551,0,304,152.0,0.0,3624,1,0
12664,150,2,1188.16,594.08,146.0,2,1.0,5.5,0.1989389920424403,0,362,362.0,0.4621263129544842,1477,0,0
12665,53,3,239.7,79.89999999999999,40.333333333333336,2,1.5,4.38,0.1582089552238806,0,305,152.5,0.0,3449,0,0
12666,30,1,1248.42,1248.42,370.0,1,1.0,5.72,0.3333333333333333,0,30,30.0,0.0,1417,0,0
12668,14,6,7575.88,1262.6466666666668,569.1666666666666,5,1.2,9.33,0.0902061855670103,1,313,62.6,0.4913726194184701,144,0,0
12670,21,2,764.24,382.12,115.0,2,1.0,5.28,0.0331230283911671,0,302,302.0,0.0,2003,0,0
12671,242,1,2622.481,2622.481,1460.0,1,1.0,5.5,0.4708171206225681,0,242,242.0,0.0,642,0,1
12672,225,2,184.6,92.3,26.5,1,2.0,1.68,0.4573170731707317,0,231,231.0,0.0,3693,0,0
12673,37,1,619.5,619.5,349.0,1,1.0,4.15,0.3557692307692308,0,37,37.0,0.0,2266,0,0
12675,189,4,933.55,233.3875,83.5,2,2.0,4.6,1.0,0,214,71.33333333333333,0.0,1756,1,0
12676,44,6,1441.7,240.28333333333333,199.16666666666663,2,3.0,7.3,0.5670103092783506,0,119,23.8,0.4742942359714225,1229,0,0
12677,191,3,389.3,129.76666666666668,58.0,3,1.0,3.47,0.4798994974874372,0,368,184.0,0.0,2865,0,0
12678,11,10,16262.87,1626.287,1133.4,7,1.4285714285714286,10.0,0.1048728813559322,1,337,37.44444444444444,0.0,59,0,0
12681,3,30,16874.17,562.4723333333333,332.7333333333333,12,2.5,10.0,0.0545796737766624,1,362,12.482758620689657,0.1186535397000267,56,0,0
12682,1,24,11657.59,485.73291666666665,226.41666666666663,13,1.8461538461538465,10.0,0.0159944367176634,1,374,16.26086956521739,0.0492262980598905,81,0,0
12683,1,9,4197.51,466.39,299.3333333333333,5,1.8,10.0,0.0082987551867219,1,362,45.25,0.2938313428675571,343,0,0
12686,7,1,89.14,89.14,107.0,1,1.0,2.8,0.1590909090909091,0,7,7.0,0.0,4136,0,0
12687,116,2,2138.91,1069.455,701.5,1,2.0,6.62,0.4427480916030534,0,116,116.0,0.0,831,0,0
12691,56,1,134.6,134.6,51.0,1,1.0,1.9,0.3943661971830985,0,56,56.0,0.0,3932,0,0
12692,273,1,110.95,110.95,36.0,1,1.0,1.0,0.4739583333333333,0,273,273.0,0.0,4045,0,1
12693,32,5,809.46,161.892,54.8,3,1.6666666666666667,6.62,0.2935779816513761,0,158,39.5,0.0,1932,0,0
12694,51,2,969.78,484.89,422.0,1,2.0,5.95,0.3541666666666667,0,57,57.0,0.0,1705,0,0
12695,164,3,825.02,275.00666666666666,78.0,3,1.0,5.05,0.4954682779456193,0,301,150.5,0.0,1913,0,0
12696,70,3,801.15,267.05,187.66666666666663,3,1.0,5.5,0.2011494252873563,0,318,159.0,0.0,1939,0,0
